date,start_code,end_code,search_unspecified
2021-06-02,1110210,1800006,2996.0
2021-06-03,1110210,1800006,2956.0
2021-06-04,1110210,1800006,2839.0
2021-06-05,1110210,1800006,2875.0
2021-06-06,1110210,1800006,2040.0
2021-06-07,1110210,1800006,1892.0
2021-06-08,1110210,1800006,2920.0
2021-06-09,1110210,1800006,2969.0
2021-06-10,1110210,1800006,3151.0
2021-06-11,1110210,1800006,3153.0
2021-06-12,1110210,1800006,3175.0
2021-06-13,1110210,1800006,3339.0
2021-06-14,1110210,1800006,2896.0
2021-06-15,1110210,1800006,3259.0
2021-06-16,1110210,1800006,2791.0
2021-06-17,1110210,1800006,2927.0
2021-06-18,1110210,1800006,3008.0
2021-06-19,1110210,1800006,3333.0
2021-06-20,1110210,1800006,2797.0
2021-06-21,1110210,1800006,2697.0
2021-06-22,1110210,1800006,2926.0
2021-06-23,1110210,1800006,2830.0
2021-06-24,1110210,1800006,2875.0
2021-06-25,1110210,1800006,3084.0
2021-06-26,1110210,1800006,3270.0
2021-06-27,1110210,1800006,3236.0
2021-06-28,1110210,1800006,2783.0
2021-06-29,1110210,1800006,3040.0
2021-06-30,1110210,1800006,2850.0
2021-07-01,1110210,1800006,2722.0
2021-07-02,1110210,1800006,2554.0
2021-07-03,1110210,1800006,3046.0
2021-07-04,1110210,1800006,2653.0
2021-07-05,1110210,1800006,2674.0
2021-07-06,1110210,1800006,3006.0
2021-07-07,1110210,1800006,2674.0
2021-07-08,1110210,1800006,2714.0
2021-07-09,1110210,1800006,3203.0
2021-07-10,1110210,1800006,3359.0
2021-07-11,1110210,1800006,3093.0
2021-07-12,1110210,1800006,3274.0
2021-07-13,1110210,1800006,3560.0
2021-07-14,1110210,1800006,3622.0
2021-07-15,1110210,1800006,3327.0
2021-07-16,1110210,1800006,4030.0
2021-07-17,1110210,1800006,4132.0
2021-07-18,1110210,1800006,4419.0
2021-07-19,1110210,1800006,4717.0
2021-07-20,1110210,1800006,6452.0
2021-07-21,1110210,1800006,5638.0
2021-07-22,1110210,1800006,6225.0
2021-07-23,1110210,1800006,5559.0
2021-07-24,1110210,1800006,4540.0
2021-07-25,1110210,1800006,4320.0
2021-07-26,1110210,1800006,3506.0
2021-07-27,1110210,1800006,3787.0
2021-07-28,1110210,1800006,3845.0
2021-07-29,1110210,1800006,3694.0
2021-07-30,1110210,1800006,3791.0
2021-07-31,1110210,1800006,3836.0
2021-08-01,1110210,1800006,3939.0
2021-08-02,1110210,1800006,4214.0
2021-08-03,1110210,1800006,3895.0
2021-08-04,1110210,1800006,3688.0
2021-08-05,1110210,1800006,3895.0
2021-08-06,1110210,1800006,3913.0
2021-08-07,1110210,1800006,4023.0
2021-08-08,1110210,1800006,3548.0
2021-08-09,1110210,1800006,3807.0
2021-08-10,1110210,1800006,4268.0
2021-08-11,1110210,1800006,4471.0
2021-08-12,1110210,1800006,4366.0
2021-08-13,1110210,1800006,3892.0
2021-08-14,1110210,1800006,3543.0
2021-08-15,1110210,1800006,3217.0
2021-08-16,1110210,1800006,3886.0
2021-08-17,1110210,1800006,3569.0
2021-08-18,1110210,1800006,3341.0
2021-08-19,1110210,1800006,3496.0
2021-08-20,1110210,1800006,3449.0
2021-08-21,1110210,1800006,3640.0
2021-08-22,1110210,1800006,3605.0
2021-08-23,1110210,1800006,3092.0
2021-08-24,1110210,1800006,3641.0
2021-08-25,1110210,1800006,3866.0
2021-08-26,1110210,1800006,3732.0
2021-08-27,1110210,1800006,3554.0
2021-08-28,1110210,1800006,3977.0
2021-08-29,1110210,1800006,3748.0
2021-08-30,1110210,1800006,3460.0
2021-08-31,1110210,1800006,3742.0
2021-09-01,1110210,1800006,3064.0
2021-09-02,1110210,1800006,3115.0
2021-09-03,1110210,1800006,3329.0
2021-09-04,1110210,1800006,3236.0
2021-09-05,1110210,1800006,2851.0
2021-09-06,1110210,1800006,2896.0
2021-09-07,1110210,1800006,3668.0
2021-09-08,1110210,1800006,3177.0
2021-09-09,1110210,1800006,3237.0
2021-09-10,1110210,1800006,3564.0
2021-09-11,1110210,1800006,3668.0
2021-09-12,1110210,1800006,3902.0
2021-09-13,1110210,1800006,3523.0
2021-09-14,1110210,1800006,3733.0
2021-09-15,1110210,1800006,3502.0
2021-09-16,1110210,1800006,3466.0
2021-09-17,1110210,1800006,3396.0
2021-09-18,1110210,1800006,3711.0
2021-09-19,1110210,1800006,4841.0
2021-09-20,1110210,1800006,4905.0
2021-09-21,1110210,1800006,4813.0
2021-09-22,1110210,1800006,4519.0
2021-09-23,1110210,1800006,4762.0
2021-09-24,1110210,1800006,4894.0
2021-09-25,1110210,1800006,4728.0
2021-09-26,1110210,1800006,4082.0
2021-09-27,1110210,1800006,4376.0
2021-09-28,1110210,1800006,4085.0
2021-09-29,1110210,1800006,3977.0
2021-09-30,1110210,1800006,3968.0
2021-10-01,1110210,1800006,3613.0
2021-10-02,1110210,1800006,4215.0
2021-10-03,1110210,1800006,4832.0
2021-10-04,1110210,1800006,4165.0
2021-10-05,1110210,1800006,3997.0
2021-10-06,1110210,1800006,4089.0
2021-10-07,1110210,1800006,4079.0
2021-10-08,1110210,1800006,4210.0
2021-10-09,1110210,1800006,4559.0
2021-10-10,1110210,1800006,4778.0
2021-10-11,1110210,1800006,4093.0
2021-10-12,1110210,1800006,4340.0
2021-10-13,1110210,1800006,3732.0
2021-10-14,1110210,1800006,3682.0
2021-10-15,1110210,1800006,4526.0
2021-10-16,1110210,1800006,4115.0
2021-10-17,1110210,1800006,4214.0
2021-10-18,1110210,1800006,4289.0
2021-10-19,1110210,1800006,3999.0
2021-10-20,1110210,1800006,3945.0
2021-10-21,1110210,1800006,4281.0
2021-10-22,1110210,1800006,3880.0
2021-10-23,1110210,1800006,4187.0
2021-10-24,1110210,1800006,4222.0
2021-10-25,1110210,1800006,3735.0
2021-10-26,1110210,1800006,3947.0
2021-10-27,1110210,1800006,4304.0
2021-10-28,1110210,1800006,3743.0
2021-10-29,1110210,1800006,3998.0
2021-10-30,1110210,1800006,4446.0
2021-10-31,1110210,1800006,4090.0
2021-11-01,1110210,1800006,3842.0
2021-11-02,1110210,1800006,4341.0
2021-11-03,1110210,1800006,4684.0
2021-11-04,1110210,1800006,6207.0
2021-11-05,1110210,1800006,5025.0
2021-11-06,1110210,1800006,4692.0
2021-11-07,1110210,1800006,4674.0
2021-11-08,1110210,1800006,4112.0
2021-11-09,1110210,1800006,4141.0
2021-11-10,1110210,1800006,4061.0
2021-11-11,1110210,1800006,3814.0
2021-11-12,1110210,1800006,3857.0
2021-11-13,1110210,1800006,4230.0
2021-11-14,1110210,1800006,4237.0
2021-11-15,1110210,1800006,4003.0
2021-11-16,1110210,1800006,3910.0
2021-11-17,1110210,1800006,3754.0
2021-11-18,1110210,1800006,3661.0
2021-11-19,1110210,1800006,3892.0
2021-11-20,1110210,1800006,4215.0
2021-11-21,1110210,1800006,4485.0
2021-11-22,1110210,1800006,4465.0
2021-11-23,1110210,1800006,4382.0
2021-11-24,1110210,1800006,4161.0
2021-11-25,1110210,1800006,4049.0
2021-11-26,1110210,1800006,3336.0
2021-11-27,1110210,1800006,3860.0
2021-11-28,1110210,1800006,4874.0
2021-11-29,1110210,1800006,5534.0
2021-11-30,1110210,1800006,3804.0
2021-12-01,1110210,1800006,3599.0
2021-12-02,1110210,1800006,3247.0
2021-12-03,1110210,1800006,3707.0
2021-12-04,1110210,1800006,3912.0
2021-12-05,1110210,1800006,3795.0
2021-12-06,1110210,1800006,3701.0
2021-12-07,1110210,1800006,3590.0
2021-12-08,1110210,1800006,3453.0
2021-12-09,1110210,1800006,3391.0
2021-12-10,1110210,1800006,3310.0
2021-12-11,1110210,1800006,3592.0
2021-12-12,1110210,1800006,3806.0
2021-12-13,1110210,1800006,3707.0
2021-12-14,1110210,1800006,3726.0
2021-12-15,1110210,1800006,3609.0
2021-12-16,1110210,1800006,3194.0
2021-12-17,1110210,1800006,3578.0
2021-12-18,1110210,1800006,3458.0
2021-12-19,1110210,1800006,4187.0
2021-12-20,1110210,1800006,4210.0
2021-12-21,1110210,1800006,4626.0
2021-12-22,1110210,1800006,4407.0
2021-12-23,1110210,1800006,4575.0
2021-12-24,1110210,1800006,4776.0
2021-12-25,1110210,1800006,4880.0
2021-12-26,1110210,1800006,5026.0
2021-12-27,1110210,1800006,4979.0
2021-12-28,1110210,1800006,5616.0
2021-12-29,1110210,1800006,6356.0
2021-12-30,1110210,1800006,5851.0
2021-12-31,1110210,1800006,5276.0
2022-01-01,1110210,1800006,4479.0
2022-01-02,1110210,1800006,4727.0
2022-01-03,1110210,1800006,4824.0
2022-01-04,1110210,1800006,5215.0
2022-01-05,1110210,1800006,5381.0
2022-01-06,1110210,1800006,4895.0
2022-01-07,1110210,1800006,4385.0
2022-01-08,1110210,1800006,5594.0
2022-01-09,1110210,1800006,5703.0
2022-01-10,1110210,1800006,4780.0
2022-01-11,1110210,1800006,4275.0
2022-01-12,1110210,1800006,4471.0
2022-01-13,1110210,1800006,4245.0
2022-01-14,1110210,1800006,4406.0
2022-01-15,1110210,1800006,4535.0
2022-01-16,1110210,1800006,4620.0
2022-01-17,1110210,1800006,4074.0
2022-01-18,1110210,1800006,4183.0
2022-01-19,1110210,1800006,3943.0
2022-01-20,1110210,1800006,3999.0
2022-01-21,1110210,1800006,4168.0
2022-01-22,1110210,1800006,4631.0
2022-01-23,1110210,1800006,4226.0
2022-01-24,1110210,1800006,3932.0
2022-01-25,1110210,1800006,3794.0
2022-01-26,1110210,1800006,3510.0
2022-01-27,1110210,1800006,3877.0
2022-01-28,1110210,1800006,3277.0
2022-01-29,1110210,1800006,3870.0
2022-01-30,1110210,1800006,4191.0
2022-01-31,1110210,1800006,3919.0
2022-02-01,1110210,1800006,3779.0
2022-02-02,1110210,1800006,3745.0
2022-02-03,1110210,1800006,3759.0
2022-02-04,1110210,1800006,3571.0
2022-02-05,1110210,1800006,4122.0
2022-02-06,1110210,1800006,4102.0
2022-02-07,1110210,1800006,4031.0
2022-02-08,1110210,1800006,3829.0
2022-02-09,1110210,1800006,3477.0
2022-02-10,1110210,1800006,3669.0
2022-02-11,1110210,1800006,5837.0
2022-02-12,1110210,1800006,5632.0
2022-02-13,1110210,1800006,4198.0
2022-02-14,1110210,1800006,3665.0
2022-02-15,1110210,1800006,3940.0
2022-02-16,1110210,1800006,3694.0
2022-02-17,1110210,1800006,3715.0
2022-02-18,1110210,1800006,3580.0
2022-02-19,1110210,1800006,4039.0
2022-02-20,1110210,1800006,4237.0
2022-02-21,1110210,1800006,4247.0
2022-02-22,1110210,1800006,4290.0
2022-02-23,1110210,1800006,4518.0
2022-02-24,1110210,1800006,4364.0
2022-02-25,1110210,1800006,4140.0
2022-02-26,1110210,1800006,4312.0
2022-02-27,1110210,1800006,4715.0
2022-02-28,1110210,1800006,4030.0
2022-03-01,1110210,1800006,4136.0
2022-03-02,1110210,1800006,3589.0
2022-03-03,1110210,1800006,3856.0
2022-03-04,1110210,1800006,3500.0
2022-03-05,1110210,1800006,4108.0
2022-03-06,1110210,1800006,4235.0
2022-03-07,1110210,1800006,4150.0
2022-03-08,1110210,1800006,4024.0
2022-03-09,1110210,1800006,3861.0
2022-03-10,1110210,1800006,3869.0
2022-03-11,1110210,1800006,3827.0
2022-03-12,1110210,1800006,4182.0
2022-03-13,1110210,1800006,4423.0
2022-03-14,1110210,1800006,4216.0
2022-03-15,1110210,1800006,4230.0
2022-03-16,1110210,1800006,4086.0
2022-03-17,1110210,1800006,4190.0
2022-03-18,1110210,1800006,3959.0
2022-03-19,1110210,1800006,4349.0
2022-03-20,1110210,1800006,5047.0
2022-03-21,1110210,1800006,4807.0
2022-03-22,1110210,1800006,4098.0
2022-03-23,1110210,1800006,3673.0
2022-03-24,1110210,1800006,3579.0
2022-03-25,1110210,1800006,3626.0
2022-03-26,1110210,1800006,3862.0
2022-03-27,1110210,1800006,4304.0
2022-03-28,1110210,1800006,3903.0
2022-03-29,1110210,1800006,4149.0
2022-03-30,1110210,1800006,3799.0
2022-03-31,1110210,1800006,3994.0
2021-04-08,1800006,1110210,2109.0
2021-04-09,1800006,1110210,1584.0
2021-04-10,1800006,1110210,1729.0
2021-04-11,1800006,1110210,1795.0
2021-04-12,1800006,1110210,1833.0
2021-04-13,1800006,1110210,1743.0
2021-04-14,1800006,1110210,1682.0
2021-04-15,1800006,1110210,1455.0
2021-04-16,1800006,1110210,1613.0
2021-04-17,1800006,1110210,1528.0
2021-04-18,1800006,1110210,1865.0
2021-04-19,1800006,1110210,1681.0
2021-04-20,1800006,1110210,1766.0
2021-04-21,1800006,1110210,1570.0
2021-04-22,1800006,1110210,1605.0
2021-04-23,1800006,1110210,1586.0
2021-04-24,1800006,1110210,1560.0
2021-04-25,1800006,1110210,1855.0
2021-04-26,1800006,1110210,1864.0
2021-04-27,1800006,1110210,1931.0
2021-04-28,1800006,1110210,1994.0
2021-04-29,1800006,1110210,2293.0
2021-04-30,1800006,1110210,1940.0
2021-05-01,1800006,1110210,2121.0
2021-05-02,1800006,1110210,1924.0
2021-05-03,1800006,1110210,1991.0
2021-05-04,1800006,1110210,1936.0
2021-05-05,1800006,1110210,2206.0
2021-05-06,1800006,1110210,1843.0
2021-05-07,1800006,1110210,1441.0
2021-05-08,1800006,1110210,1229.0
2021-05-09,1800006,1110210,1121.0
2021-05-10,1800006,1110210,1156.0
2021-05-11,1800006,1110210,1271.0
2021-05-12,1800006,1110210,1204.0
2021-05-13,1800006,1110210,1077.0
2021-05-14,1800006,1110210,1228.0
2021-05-15,1800006,1110210,1295.0
2021-05-16,1800006,1110210,1316.0
2021-05-17,1800006,1110210,1121.0
2021-05-18,1800006,1110210,1237.0
2021-05-19,1800006,1110210,1198.0
2021-05-20,1800006,1110210,1123.0
2021-05-21,1800006,1110210,1052.0
2021-05-22,1800006,1110210,1237.0
2021-05-23,1800006,1110210,1203.0
2021-05-24,1800006,1110210,1303.0
2021-05-25,1800006,1110210,1211.0
2021-05-26,1800006,1110210,1246.0
2021-05-27,1800006,1110210,1241.0
2021-05-28,1800006,1110210,1084.0
2021-05-29,1800006,1110210,1303.0
2021-05-30,1800006,1110210,1286.0
2021-05-31,1800006,1110210,1795.0
2021-06-01,1800006,1110210,1491.0
2021-06-02,1800006,1110210,1676.0
2021-06-03,1800006,1110210,1711.0
2021-06-04,1800006,1110210,1453.0
2021-06-05,1800006,1110210,1667.0
2021-06-06,1800006,1110210,1114.0
2021-06-07,1800006,1110210,1167.0
2021-06-08,1800006,1110210,1655.0
2021-06-09,1800006,1110210,1541.0
2021-06-10,1800006,1110210,1608.0
2021-06-11,1800006,1110210,1604.0
2021-06-12,1800006,1110210,1686.0
2021-06-13,1800006,1110210,1810.0
2021-06-14,1800006,1110210,1795.0
2021-06-15,1800006,1110210,1659.0
2021-06-16,1800006,1110210,1726.0
2021-06-17,1800006,1110210,1684.0
2021-06-18,1800006,1110210,1686.0
2021-06-19,1800006,1110210,1735.0
2021-06-20,1800006,1110210,1527.0
2021-06-21,1800006,1110210,1466.0
2021-06-22,1800006,1110210,1548.0
2021-06-23,1800006,1110210,1550.0
2021-06-24,1800006,1110210,1500.0
2021-06-25,1800006,1110210,1641.0
2021-06-26,1800006,1110210,1731.0
2021-06-27,1800006,1110210,1869.0
2021-06-28,1800006,1110210,1659.0
2021-06-29,1800006,1110210,1706.0
2021-06-30,1800006,1110210,1423.0
2021-07-01,1800006,1110210,1681.0
2021-07-02,1800006,1110210,1449.0
2021-07-03,1800006,1110210,1786.0
2021-07-04,1800006,1110210,1550.0
2021-07-05,1800006,1110210,1615.0
2021-07-06,1800006,1110210,1664.0
2021-07-07,1800006,1110210,1434.0
2021-07-08,1800006,1110210,1667.0
2021-07-09,1800006,1110210,1738.0
2021-07-10,1800006,1110210,1925.0
2021-07-11,1800006,1110210,1740.0
2021-07-12,1800006,1110210,1844.0
2021-07-13,1800006,1110210,1773.0
2021-07-14,1800006,1110210,1717.0
2021-07-15,1800006,1110210,1697.0
2021-07-16,1800006,1110210,2026.0
2021-07-17,1800006,1110210,1947.0
2021-07-18,1800006,1110210,2033.0
2021-07-19,1800006,1110210,2354.0
2021-07-20,1800006,1110210,3315.0
2021-07-21,1800006,1110210,2487.0
2021-07-22,1800006,1110210,2695.0
2021-07-23,1800006,1110210,2396.0
2021-07-24,1800006,1110210,2472.0
2021-07-25,1800006,1110210,2813.0
2021-07-26,1800006,1110210,2225.0
2021-07-27,1800006,1110210,1889.0
2021-07-28,1800006,1110210,1855.0
2021-07-29,1800006,1110210,1873.0
2021-07-30,1800006,1110210,1828.0
2021-07-31,1800006,1110210,1897.0
2021-08-01,1800006,1110210,1775.0
2021-08-02,1800006,1110210,1876.0
2021-08-03,1800006,1110210,1854.0
2021-08-04,1800006,1110210,1812.0
2021-08-05,1800006,1110210,2014.0
2021-08-06,1800006,1110210,1810.0
2021-08-07,1800006,1110210,1958.0
2021-08-08,1800006,1110210,1562.0
2021-08-09,1800006,1110210,1541.0
2021-08-10,1800006,1110210,1996.0
2021-08-11,1800006,1110210,2153.0
2021-08-12,1800006,1110210,1994.0
2021-08-13,1800006,1110210,1995.0
2021-08-14,1800006,1110210,1858.0
2021-08-15,1800006,1110210,1939.0
2021-08-16,1800006,1110210,2744.0
2021-08-17,1800006,1110210,1701.0
2021-08-18,1800006,1110210,1793.0
2021-08-19,1800006,1110210,1829.0
2021-08-20,1800006,1110210,1630.0
2021-08-21,1800006,1110210,1739.0
2021-08-22,1800006,1110210,1585.0
2021-08-23,1800006,1110210,1660.0
2021-08-24,1800006,1110210,1881.0
2021-08-25,1800006,1110210,2004.0
2021-08-26,1800006,1110210,1943.0
2021-08-27,1800006,1110210,1718.0
2021-08-28,1800006,1110210,1811.0
2021-08-29,1800006,1110210,1993.0
2021-08-30,1800006,1110210,1863.0
2021-08-31,1800006,1110210,1943.0
2021-09-01,1800006,1110210,1623.0
2021-09-02,1800006,1110210,1752.0
2021-09-03,1800006,1110210,1853.0
2021-09-04,1800006,1110210,1679.0
2021-09-05,1800006,1110210,1666.0
2021-09-06,1800006,1110210,1443.0
2021-09-07,1800006,1110210,1909.0
2021-09-08,1800006,1110210,1525.0
2021-09-09,1800006,1110210,1666.0
2021-09-10,1800006,1110210,1783.0
2021-09-11,1800006,1110210,1794.0
2021-09-12,1800006,1110210,1706.0
2021-09-13,1800006,1110210,1883.0
2021-09-14,1800006,1110210,1788.0
2021-09-15,1800006,1110210,1775.0
2021-09-16,1800006,1110210,1893.0
2021-09-17,1800006,1110210,1767.0
2021-09-18,1800006,1110210,1800.0
2021-09-19,1800006,1110210,2006.0
2021-09-20,1800006,1110210,2586.0
2021-09-21,1800006,1110210,3117.0
2021-09-22,1800006,1110210,2178.0
2021-09-23,1800006,1110210,2172.0
2021-09-24,1800006,1110210,2219.0
2021-09-25,1800006,1110210,2440.0
2021-09-26,1800006,1110210,2377.0
2021-09-27,1800006,1110210,2459.0
2021-09-28,1800006,1110210,2139.0
2021-09-29,1800006,1110210,3305.0
2021-09-30,1800006,1110210,1993.0
2021-10-01,1800006,1110210,1972.0
2021-10-02,1800006,1110210,2054.0
2021-10-03,1800006,1110210,2454.0
2021-10-04,1800006,1110210,2515.0
2021-10-05,1800006,1110210,2043.0
2021-10-06,1800006,1110210,2150.0
2021-10-07,1800006,1110210,2020.0
2021-10-08,1800006,1110210,2291.0
2021-10-09,1800006,1110210,2438.0
2021-10-10,1800006,1110210,2209.0
2021-10-11,1800006,1110210,2546.0
2021-10-12,1800006,1110210,2454.0
2021-10-13,1800006,1110210,1962.0
2021-10-14,1800006,1110210,2011.0
2021-10-15,1800006,1110210,2342.0
2021-10-16,1800006,1110210,2217.0
2021-10-17,1800006,1110210,2465.0
2021-10-18,1800006,1110210,2557.0
2021-10-19,1800006,1110210,2204.0
2021-10-20,1800006,1110210,2031.0
2021-10-21,1800006,1110210,2358.0
2021-10-22,1800006,1110210,2049.0
2021-10-23,1800006,1110210,2369.0
2021-10-24,1800006,1110210,2534.0
2021-10-25,1800006,1110210,2595.0
2021-10-26,1800006,1110210,2270.0
2021-10-27,1800006,1110210,2405.0
2021-10-28,1800006,1110210,2337.0
2021-10-29,1800006,1110210,2285.0
2021-10-30,1800006,1110210,2217.0
2021-10-31,1800006,1110210,2489.0
2021-11-01,1800006,1110210,2524.0
2021-11-02,1800006,1110210,2568.0
2021-11-03,1800006,1110210,2362.0
2021-11-04,1800006,1110210,3308.0
2021-11-05,1800006,1110210,2766.0
2021-11-06,1800006,1110210,2464.0
2021-11-07,1800006,1110210,2794.0
2021-11-08,1800006,1110210,2858.0
2021-11-09,1800006,1110210,2363.0
2021-11-10,1800006,1110210,2275.0
2021-11-11,1800006,1110210,2154.0
2021-11-12,1800006,1110210,2466.0
2021-11-13,1800006,1110210,2348.0
2021-11-14,1800006,1110210,2412.0
2021-11-15,1800006,1110210,2572.0
2021-11-16,1800006,1110210,2583.0
2021-11-17,1800006,1110210,2179.0
2021-11-18,1800006,1110210,2231.0
2021-11-19,1800006,1110210,2299.0
2021-11-20,1800006,1110210,2556.0
2021-11-21,1800006,1110210,2616.0
2021-11-22,1800006,1110210,2860.0
2021-11-23,1800006,1110210,2554.0
2021-11-24,1800006,1110210,2555.0
2021-11-25,1800006,1110210,2423.0
2021-11-26,1800006,1110210,2076.0
2021-11-27,1800006,1110210,2462.0
2021-11-28,1800006,1110210,3072.0
2021-11-29,1800006,1110210,3034.0
2021-11-30,1800006,1110210,2288.0
2021-12-01,1800006,1110210,2090.0
2021-12-02,1800006,1110210,2322.0
2021-12-03,1800006,1110210,2216.0
2021-12-04,1800006,1110210,2348.0
2021-12-05,1800006,1110210,2270.0
2021-12-06,1800006,1110210,2527.0
2021-12-07,1800006,1110210,2232.0
2021-12-08,1800006,1110210,2157.0
2021-12-09,1800006,1110210,2174.0
2021-12-10,1800006,1110210,1931.0
2021-12-11,1800006,1110210,2385.0
2021-12-12,1800006,1110210,2270.0
2021-12-13,1800006,1110210,2363.0
2021-12-14,1800006,1110210,2496.0
2021-12-15,1800006,1110210,2044.0
2021-12-16,1800006,1110210,2026.0
2021-12-17,1800006,1110210,2059.0
2021-12-18,1800006,1110210,2161.0
2021-12-19,1800006,1110210,2709.0
2021-12-20,1800006,1110210,2937.0
2021-12-21,1800006,1110210,3250.0
2021-12-22,1800006,1110210,3189.0
2021-12-23,1800006,1110210,3273.0
2021-12-24,1800006,1110210,3345.0
2021-12-25,1800006,1110210,3377.0
2021-12-26,1800006,1110210,3507.0
2021-12-27,1800006,1110210,3030.0
2021-12-28,1800006,1110210,2813.0
2021-12-29,1800006,1110210,3134.0
2021-12-30,1800006,1110210,3110.0
2021-12-31,1800006,1110210,3254.0
2022-01-01,1800006,1110210,2979.0
2022-01-02,1800006,1110210,3520.0
2022-01-03,1800006,1110210,4016.0
2022-01-04,1800006,1110210,3530.0
2022-01-05,1800006,1110210,3307.0
2022-01-06,1800006,1110210,2708.0
2022-01-07,1800006,1110210,2416.0
2022-01-08,1800006,1110210,2682.0
2022-01-09,1800006,1110210,2961.0
2022-01-10,1800006,1110210,2954.0
2022-01-11,1800006,1110210,2818.0
2022-01-12,1800006,1110210,2504.0
2022-01-13,1800006,1110210,2362.0
2022-01-14,1800006,1110210,2288.0
2022-01-15,1800006,1110210,2396.0
2022-01-16,1800006,1110210,2074.0
2022-01-17,1800006,1110210,2336.0
2022-01-18,1800006,1110210,2333.0
2022-01-19,1800006,1110210,2161.0
2022-01-20,1800006,1110210,2059.0
2022-01-21,1800006,1110210,2133.0
2022-01-22,1800006,1110210,2330.0
2022-01-23,1800006,1110210,1963.0
2022-01-24,1800006,1110210,2289.0
2022-01-25,1800006,1110210,2062.0
2022-01-26,1800006,1110210,1771.0
2022-01-27,1800006,1110210,1916.0
2022-01-28,1800006,1110210,1833.0
2022-01-29,1800006,1110210,1839.0
2022-01-30,1800006,1110210,2064.0
2022-01-31,1800006,1110210,1973.0
2022-02-01,1800006,1110210,1892.0
2022-02-02,1800006,1110210,1681.0
2022-02-03,1800006,1110210,1836.0
2022-02-04,1800006,1110210,1688.0
2022-02-05,1800006,1110210,1846.0
2022-02-06,1800006,1110210,1788.0
2022-02-07,1800006,1110210,2121.0
2022-02-08,1800006,1110210,1681.0
2022-02-09,1800006,1110210,1770.0
2022-02-10,1800006,1110210,1724.0
2022-02-11,1800006,1110210,2368.0
2022-02-12,1800006,1110210,1998.0
2022-02-13,1800006,1110210,2261.0
2022-02-14,1800006,1110210,2118.0
2022-02-15,1800006,1110210,1872.0
2022-02-16,1800006,1110210,1784.0
2022-02-17,1800006,1110210,1823.0
2022-02-18,1800006,1110210,1826.0
2022-02-19,1800006,1110210,1916.0
2022-02-20,1800006,1110210,2161.0
2022-02-21,1800006,1110210,2098.0
2022-02-22,1800006,1110210,2246.0
2022-02-23,1800006,1110210,2016.0
2022-02-24,1800006,1110210,2238.0
2022-02-25,1800006,1110210,1947.0
2022-02-26,1800006,1110210,1868.0
2022-02-27,1800006,1110210,2550.0
2022-02-28,1800006,1110210,2490.0
2022-03-01,1800006,1110210,2157.0
2022-03-02,1800006,1110210,1971.0
2022-03-03,1800006,1110210,1968.0
2022-03-04,1800006,1110210,2001.0
2022-03-05,1800006,1110210,1954.0
2022-03-06,1800006,1110210,2391.0
2022-03-07,1800006,1110210,2432.0
2022-03-08,1800006,1110210,2198.0
2022-03-09,1800006,1110210,2137.0
2022-03-10,1800006,1110210,2035.0
2022-03-11,1800006,1110210,2103.0
2022-03-12,1800006,1110210,2132.0
2022-03-13,1800006,1110210,2551.0
